EA,CLS,SENT,ASP
FOOD#STYLE_OPTIONS,1,"the bagels always warm , soft on the inside , crispy on the outside and enormous in size .",options
FOOD#QUALITY,1,they have a huge selection of different cream cheeses and all of their salads are great .,quality
FOOD#STYLE_OPTIONS,1,they have a huge selection of different cream cheeses and all of their salads are great .,options
FOOD#QUALITY,1,the lox is always fresh too .,quality
RESTAURANT#GENERAL,1,highly recommended to all !,general
FOOD#QUALITY,-1,not impressed with the food .,quality
RESTAURANT#PRICES,-1,prices too high for this cramped and unappealing resturant .,prices
AMBIENCE#GENERAL,-1,prices too high for this cramped and unappealing resturant .,general
AMBIENCE#GENERAL,-1,zero ambiance to boot .,general
RESTAURANT#GENERAL,-1,i thought this place was totally overrated .,general
FOOD#QUALITY,0,everything we had was good or ok ... .but definitely nothing great .,quality
AMBIENCE#GENERAL,1,"the ambience was nice , but service was n't so great .",general
SERVICE#GENERAL,-1,"the ambience was nice , but service was n't so great .",general
RESTAURANT#GENERAL,-1,"when you add it all together , it just does n't seem worth it to me ... especially considering the prices .",general
RESTAURANT#PRICES,-1,"when you add it all together , it just does n't seem worth it to me ... especially considering the prices .",prices
RESTAURANT#GENERAL,1,this is the best shabu-shabu restaurant in the try-state area .,general
FOOD#QUALITY,1,i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan .,quality
AMBIENCE#GENERAL,1,i have lived in japan for 7 years and the taste of the food and the feel of the restaurant is like being back in japan .,general
FOOD#QUALITY,1,thius is a must for anyone who loves shabu-shabu .,quality
AMBIENCE#GENERAL,1,"the atmosphere is nothing special , but it feels like a sushi establishment in tokyo .",general
RESTAURANT#MISCELLANEOUS,1,the owner and staff are all japanese as well and that adds to the entire ambiance .,miscellaneous
RESTAURANT#MISCELLANEOUS,1,the owner and staff are all japanese as well and that adds to the entire ambiance .,miscellaneous
AMBIENCE#GENERAL,1,the owner and staff are all japanese as well and that adds to the entire ambiance .,general
FOOD#STYLE_OPTIONS,-1,"despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",options
FOOD#QUALITY,1,"despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",quality
FOOD#STYLE_OPTIONS,1,"despite a slightly limited menu , everything prepared is done to perfection , ultra fresh and a work of food art .",options
RESTAURANT#GENERAL,1,i must give it yon out of yon stars !,general
FOOD#QUALITY,1,taxan delicious !,quality
RESTAURANT#GENERAL,1,we were n't !,general
RESTAURANT#PRICES,1,the prices were cheap compared to the quality of service and food .,prices
SERVICE#GENERAL,1,the prices were cheap compared to the quality of service and food .,general
FOOD#QUALITY,1,the prices were cheap compared to the quality of service and food .,quality
RESTAURANT#GENERAL,1,"we liked it so much , that we will always make it a point to dine here when we visit new york .",general
LOCATION#GENERAL,0,the location and ambience is ok but the food is what makes up for it .,general
AMBIENCE#GENERAL,0,the location and ambience is ok but the food is what makes up for it .,general
FOOD#QUALITY,1,the location and ambience is ok but the food is what makes up for it .,quality
FOOD#STYLE_OPTIONS,1,there is a lot of variety even for people who eat vegetarian like me .,options
FOOD#QUALITY,1,try green curry with vegetables .,quality
FOOD#STYLE_OPTIONS,1,"the quantity is also very good , you will come out satisfied .",options
SERVICE#GENERAL,0,"the service is ok , some of the people did n't get what they asked for .",general
RESTAURANT#GENERAL,1,i was there on sat . for my birthday and we had an excellent time .,general
FOOD#QUALITY,1,i had the best ravioli ever .,quality
DRINKS#QUALITY,1,the wine the service was very good too .,quality
SERVICE#GENERAL,1,the wine the service was very good too .,general
RESTAURANT#PRICES,0,moderate prices .,prices
AMBIENCE#GENERAL,0,a little noise but i think that was because of our party !,general
AMBIENCE#GENERAL,1,this quaint and romantic trattoria is at the top of my manhattan restaurant list .,general
RESTAURANT#GENERAL,1,this quaint and romantic trattoria is at the top of my manhattan restaurant list .,general
FOOD#QUALITY,1,"the food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",quality
FOOD#QUALITY,1,"the food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",quality
FOOD#QUALITY,1,"the food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",quality
FOOD#QUALITY,1,"the food is delicious - from the specials to the regular menu-fare , the dishes are never a disappointment .",quality
FOOD#QUALITY,1,"whether it 's the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to northern italy with one bite .",quality
FOOD#QUALITY,1,"whether it 's the parmesean porcini souffle or the lamb glazed with balsamic vinegar , you will surely be transported to northern italy with one bite .",quality
AMBIENCE#GENERAL,1,"although the tables may be closely situated , the candle-light , food-quality and service overcompensate .",general
FOOD#QUALITY,1,"although the tables may be closely situated , the candle-light , food-quality and service overcompensate .",quality
SERVICE#GENERAL,1,"although the tables may be closely situated , the candle-light , food-quality and service overcompensate .",general
AMBIENCE#GENERAL,-1,"although the tables may be closely situated , the candle-light , food-quality and service overcompensate .",general
RESTAURANT#GENERAL,1,a guaranteeed delight !,general
FOOD#QUALITY,1,"i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",quality
DRINKS#QUALITY,1,"i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",quality
FOOD#PRICES,1,"i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",prices
DRINKS#PRICES,1,"i have known about this secret for the last 13 years , emilio ( the godfather ) has continued to serve food and wine for the gods at mortal prices .",prices
FOOD#QUALITY,1,"if you go , try the marinara/arrabiatta sauce , the mozzarella en carozza is mmmmmmmm ... .. everything is just delicious .",quality
FOOD#QUALITY,1,"if you go , try the marinara/arrabiatta sauce , the mozzarella en carozza is mmmmmmmm ... .. everything is just delicious .",quality
FOOD#QUALITY,1,"if you go , try the marinara/arrabiatta sauce , the mozzarella en carozza is mmmmmmmm ... .. everything is just delicious .",quality
AMBIENCE#GENERAL,1,check out the secret back room .,general
RESTAURANT#GENERAL,1,i pray it stays open forever .,general
RESTAURANT#GENERAL,1,thank you emilio .,general
FOOD#QUALITY,1,"i found the food , service and value exceptional everytime i have been there .",quality
SERVICE#GENERAL,1,"i found the food , service and value exceptional everytime i have been there .",general
RESTAURANT#PRICES,1,"i found the food , service and value exceptional everytime i have been there .",prices
FOOD#QUALITY,1,the food was authentic .,quality
FOOD#QUALITY,1,i felt as though i were eating in paris .,quality
SERVICE#GENERAL,1,the service was excellent - friendly and attentive .,general
RESTAURANT#PRICES,1,the prices are wonderfully low .,prices
DRINKS#STYLE_OPTIONS,1,very good wine choices .,options
FOOD#QUALITY,1,who has room for cheesesticks with the best pizza in nyc !,quality
FOOD#QUALITY,1,get the pepperoni - yum - and a family style salad .,quality
FOOD#QUALITY,1,get the pepperoni - yum - and a family style salad .,quality
SERVICE#GENERAL,1,great staff .,general
SERVICE#GENERAL,1,always great service !,general
RESTAURANT#GENERAL,1,i go twice a month !,general
RESTAURANT#GENERAL,1,fantastic !,general
FOOD#QUALITY,1,"the food is good , i ca n't lie .",quality
SERVICE#GENERAL,-1,but the staff was so horrible to us .,general
SERVICE#GENERAL,-1,the hostess and the waitress were incredibly rude and did everything they could to rush us out .,general
SERVICE#GENERAL,-1,the hostess and the waitress were incredibly rude and did everything they could to rush us out .,general
SERVICE#GENERAL,-1,we were planning to get dessert but the waitress basically through the bill at us before we had a chance to order .,general
RESTAURANT#PRICES,-1,"this place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .",prices
FOOD#QUALITY,1,"this place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .",quality
SERVICE#GENERAL,-1,"this place is pricey , and yes , the food is worth it ; but the service makes you feel like you should be paying a quater of the price .",general
RESTAURANT#GENERAL,-1,save yourself the time and trouble and skip this one !,general
RESTAURANT#GENERAL,0,amma is nothing special .,general
FOOD#QUALITY,-1,i ate here a week ago and found most dishes average at best and too expensive .,quality
FOOD#PRICES,-1,i ate here a week ago and found most dishes average at best and too expensive .,prices
RESTAURANT#GENERAL,-1,will not be back .,general
FOOD#QUALITY,-1,"do n't dine at tamarind for the vegetarian dishes , they are simply not up to par with the non-veg selections .",quality
FOOD#QUALITY,1,"do n't dine at tamarind for the vegetarian dishes , they are simply not up to par with the non-veg selections .",quality
AMBIENCE#GENERAL,1,decor is nice though service can be spotty .,general
SERVICE#GENERAL,-1,decor is nice though service can be spotty .,general
AMBIENCE#GENERAL,0,this place is always packed .,general
FOOD#QUALITY,1,"most importantly , food is excellent .",quality
FOOD#QUALITY,1,try the sea bass .,quality
RESTAURANT#GENERAL,1,highly recommended .,general
FOOD#QUALITY,1,first of all dal bukhara rocks .,quality
FOOD#QUALITY,1,i am happy i did the food was awsome .,quality
FOOD#QUALITY,1,just awsome .,quality
FOOD#QUALITY,1,and yes dal bukhara is so dam good and so are all the kababs .,quality
FOOD#QUALITY,1,and yes dal bukhara is so dam good and so are all the kababs .,quality
RESTAURANT#GENERAL,1,but overall i give it a 10,general
RESTAURANT#GENERAL,1,10,general
RESTAURANT#GENERAL,-1,haru on park s is simply disgusting .,general
FOOD#QUALITY,-1,the fish was not fresh and the rice tasted old and stale .,quality
FOOD#QUALITY,-1,the fish was not fresh and the rice tasted old and stale .,quality
FOOD#QUALITY,-1,"quite frankly , this is some of the worst sushi i have ever tried .",quality
RESTAURANT#GENERAL,-1,will never be back .,general
FOOD#QUALITY,-1,honestly the worst sushi my husband and i had in our entire lives .,quality
RESTAURANT#GENERAL,-1,not sure why this restaurant would be rated that highly .,general
FOOD#QUALITY,-1,the all-u-can-eat sushi is definitely in very poor quality .,quality
FOOD#STYLE_OPTIONS,-1,"limited menu , no-so-fresh ingredients , thinly-sliced fish , fall-apart rice .",options
FOOD#QUALITY,-1,"limited menu , no-so-fresh ingredients , thinly-sliced fish , fall-apart rice .",quality
FOOD#STYLE_OPTIONS,-1,"limited menu , no-so-fresh ingredients , thinly-sliced fish , fall-apart rice .",options
FOOD#STYLE_OPTIONS,-1,"limited menu , no-so-fresh ingredients , thinly-sliced fish , fall-apart rice .",options
FOOD#QUALITY,-1,"the only things u could really taste are the very salty soy sauce ( even its low sodium ) , the vinegar-soaked rice , and the scallion on top of the fish .",quality
FOOD#QUALITY,-1,"the only things u could really taste are the very salty soy sauce ( even its low sodium ) , the vinegar-soaked rice , and the scallion on top of the fish .",quality
SERVICE#GENERAL,1,the waitstaffs are nice though .,general
RESTAURANT#GENERAL,-1,wont come back again for sure !,general
RESTAURANT#GENERAL,-1,i have been to roth 's twice and both times were very disappointing .,general
SERVICE#GENERAL,-1,"both times i was extremely dissappointed by the service , which was boarderline rude .",general
SERVICE#GENERAL,-1,they wouldnt even let me finish my glass of wine before offering another .,general
SERVICE#GENERAL,-1,much of the time it seems like they do not care about you .,general
FOOD#QUALITY,-1,"the dinner was ok , nothing i would have again .",quality
FOOD#QUALITY,-1,"i had their eggs benedict for brunch , which were the worst in my entire life , i tried removing the hollondaise sauce completely that was how failed it was .",quality
RESTAURANT#GENERAL,1,this was a great surprise .,general
FOOD#QUALITY,1,with the theater 2 blocks away we had a delicious meal in a beautiful room .,quality
AMBIENCE#GENERAL,1,with the theater 2 blocks away we had a delicious meal in a beautiful room .,general
LOCATION#GENERAL,1,with the theater 2 blocks away we had a delicious meal in a beautiful room .,general
SERVICE#GENERAL,1,the service was attentive .,general
RESTAURANT#GENERAL,1,i look forward to eating here again,general
RESTAURANT#GENERAL,1,planet thai is great !,general
FOOD#QUALITY,1,"we love the food , drinks , and atmosphere !",quality
DRINKS#QUALITY,1,"we love the food , drinks , and atmosphere !",quality
AMBIENCE#GENERAL,1,"we love the food , drinks , and atmosphere !",general
SERVICE#GENERAL,-1,"the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !",general
RESTAURANT#GENERAL,1,"the svc can be a bit rude at times , esp if you have big group , but overall the restaurant is a must !",general
FOOD#QUALITY,1,"try the pad thai , it 's fabulous and their prices are so cheap !",quality
RESTAURANT#PRICES,1,"try the pad thai , it 's fabulous and their prices are so cheap !",prices
FOOD#STYLE_OPTIONS,1,"just because it 's cheap does not mean the portions are small or the food is nasty , it is great !",options
FOOD#QUALITY,1,"just because it 's cheap does not mean the portions are small or the food is nasty , it is great !",quality
RESTAURANT#PRICES,1,"just because it 's cheap does not mean the portions are small or the food is nasty , it is great !",prices
SERVICE#GENERAL,-1,"they forgot a sandwich , did n't include plastic forks , and did n't include pita with the hummus platter .",general
FOOD#STYLE_OPTIONS,-1,"also , the sandwiches ( nearing $ 7 ) did n't come with anything like chips or a side .",options
FOOD#PRICES,-1,"also , the sandwiches ( nearing $ 7 ) did n't come with anything like chips or a side .",prices
RESTAURANT#GENERAL,-1,"overall , not worth the money .",general
RESTAURANT#PRICES,-1,"overall , not worth the money .",prices
AMBIENCE#GENERAL,1,"eating in , the atmosphere saves it , but at your desk , it 's a very disappointing experience .",general
RESTAURANT#GENERAL,-1,"eating in , the atmosphere saves it , but at your desk , it 's a very disappointing experience .",general
RESTAURANT#GENERAL,1,chennai garden is my favorite indian restaurant in the city .,general
FOOD#QUALITY,1,they have authentic indian at amazin prices .,quality
FOOD#PRICES,1,they have authentic indian at amazin prices .,prices
FOOD#STYLE_OPTIONS,-1,this restaurant is vegetarian ; there are no meat dishes whatsoever .,options
AMBIENCE#GENERAL,-1,the seats are uncomfortable if you are sitting against the wall on wooden benches .,general
RESTAURANT#MISCELLANEOUS,-1,it 's a rather cramped and busy restaurant and it closes early .,miscellaneous
AMBIENCE#GENERAL,-1,it 's a rather cramped and busy restaurant and it closes early .,general
AMBIENCE#GENERAL,1,patroon features a nice cigar bar and has great staff .,general
SERVICE#GENERAL,1,patroon features a nice cigar bar and has great staff .,general
FOOD#QUALITY,1,the food is tasty and portion sizes are appropriate .,quality
FOOD#STYLE_OPTIONS,1,the food is tasty and portion sizes are appropriate .,options
RESTAURANT#MISCELLANEOUS,1,this is a nice restaurant if you are looking for a good place to host an intimate dinner meeting with business associates .,miscellaneous
RESTAURANT#MISCELLANEOUS,-1,not a great place for family or general dining .,miscellaneous
RESTAURANT#GENERAL,1,lloovve this place .,general
FOOD#QUALITY,1,food is excellent .,quality
FOOD#QUALITY,1,fish is so very fresh .,quality
SERVICE#GENERAL,1,waitstaff are very friendly .,general
RESTAURANT#GENERAL,1,love yuka .,general
FOOD#QUALITY,1,mermaid inn is an overall good restaurant with really good seafood .,quality
RESTAURANT#GENERAL,1,mermaid inn is an overall good restaurant with really good seafood .,general
FOOD#STYLE_OPTIONS,-1,the menu is limited but almost all of the dishes are excellent .,options
FOOD#QUALITY,1,the menu is limited but almost all of the dishes are excellent .,quality
FOOD#QUALITY,1,the lobster sandwich is good and the spaghetti with scallops and shrimp is great .,quality
FOOD#QUALITY,1,the lobster sandwich is good and the spaghetti with scallops and shrimp is great .,quality
SERVICE#GENERAL,1,the service is good and ambience is good for a date or group outing .,general
AMBIENCE#GENERAL,1,the service is good and ambience is good for a date or group outing .,general
RESTAURANT#PRICES,-1,the only fallback on this restaurant is the prices .,prices
FOOD#QUALITY,1,"even though its good seafood , the prices are too high .",quality
RESTAURANT#PRICES,-1,"even though its good seafood , the prices are too high .",prices
FOOD#QUALITY,1,the lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,quality
FOOD#PRICES,-1,the lobster sandwich is $ 24 and although it was good it was not nearly enough to warrant that price .,prices
RESTAURANT#GENERAL,1,we were very pleasantly surprised .,general
FOOD#QUALITY,1,"the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top-notch .",quality
FOOD#QUALITY,1,"the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top-notch .",quality
FOOD#QUALITY,1,"the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top-notch .",quality
SERVICE#GENERAL,1,"the food was delicious ( i had a halibut special , my husband had steak ) , and the service was top-notch .",general
SERVICE#GENERAL,1,"when my dessert came , there was a candle in it - not because anyone asked for one - but because the waiter must have seen me opening my birthday card and gift , and said he knew it was a special occassion of some sort .",general
SERVICE#GENERAL,1,truly the mark of an attentive waiter .,general
RESTAURANT#GENERAL,1,i highly recommend the restaurant based on our experience last night .,general
FOOD#QUALITY,-1,we ate at this thai place following the reviews but very unhappy with the foods .,quality
FOOD#QUALITY,-1,we thought that this place is using too much of msg cooking in the foods .,quality
RESTAURANT#MISCELLANEOUS,-1,"they do n't concern much of customer 's health , just want to make money .",miscellaneous
RESTAURANT#MISCELLANEOUS,-1,please do n't fool us .,miscellaneous
FOOD#QUALITY,1,"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",quality
FOOD#QUALITY,1,"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",quality
FOOD#QUALITY,1,"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",quality
FOOD#QUALITY,1,"i recommend the jelly fish , drunken chicken and the soupy dumplings , certainly the stir fry blue crab .",quality
FOOD#PRICES,1,the food is so cheap and the waiters are nice .,prices
SERVICE#GENERAL,1,the food is so cheap and the waiters are nice .,general
AMBIENCE#GENERAL,0,"of course , it is crowded but who cares .",general
RESTAURANT#MISCELLANEOUS,1,authentic shanghai style and i can not recommend a better shanghai place in new york .,miscellaneous
FOOD#QUALITY,1,have frequented 'ino for several years and the food remains excellent .,quality
FOOD#QUALITY,1,cheese plate is a varied delight and great bargain at $ 10 .,quality
FOOD#STYLE_OPTIONS,1,cheese plate is a varied delight and great bargain at $ 10 .,options
FOOD#PRICES,1,cheese plate is a varied delight and great bargain at $ 10 .,prices
FOOD#STYLE_OPTIONS,1,"the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",options
FOOD#STYLE_OPTIONS,1,"the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",options
FOOD#STYLE_OPTIONS,1,"the large selection of bruschettas , paninis , tramezzinis keep the palate from stagnating .",options
FOOD#QUALITY,1,"( the asparagus , truffle oil , parmesan bruschetta is a winner ! )",quality
DRINKS#STYLE_OPTIONS,1,wine list is extensive without being over-priced .,options
DRINKS#PRICES,1,wine list is extensive without being over-priced .,prices
FOOD#QUALITY,1,"be sure to try the seasonal , and always delicious , specials .",quality
RESTAURANT#GENERAL,1,definitely a neighborhood favorite .,general
RESTAURANT#GENERAL,1,i loved this place ! !,general
AMBIENCE#GENERAL,1,i almost hesititate to write a review because the atmosphere was so great and i would hate for it too become to crowded .,general
FOOD#QUALITY,1,"the food was very good , a great deal , and the place its self was great .",quality
FOOD#PRICES,1,"the food was very good , a great deal , and the place its self was great .",prices
AMBIENCE#GENERAL,1,"the food was very good , a great deal , and the place its self was great .",general
SERVICE#GENERAL,1,"the wait staff is very freindly , they make it feel like you 're eating in a freindly little european town .",general
SERVICE#GENERAL,-1,"i like cafe noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !",general
RESTAURANT#GENERAL,1,"i like cafe noir dont get me wrong , it is jsut that the people who work there are evil and incompetent ! !",general
SERVICE#GENERAL,-1,"the service was terrible , we had to wait for everything and ask several of different people for the same thing before we were allowed to be served .",general
SERVICE#GENERAL,-1,"the waitress , seems to be more concerned of looking good than actually waitressing .",general
SERVICE#GENERAL,-1,"after dinner the manager grabbed my boyfriend , asked him : where are you from ... maybe you dont know how things work in america ... and in the end stormed away almost teareyed yelling that tips are the only thing they survive on .",general
SERVICE#GENERAL,-1,"we did tip , i guess the model/waitress just wanted more and complained to the manager .",general
SERVICE#GENERAL,-1,"the whole set up is truly unprofessional and i wish cafe noir would get some good staff , because despite the current one this is a great place .",general
RESTAURANT#GENERAL,1,"the whole set up is truly unprofessional and i wish cafe noir would get some good staff , because despite the current one this is a great place .",general
FOOD#QUALITY,1,pizza here is consistently good .,quality
FOOD#QUALITY,1,salads are a delicious way to begin the meal .,quality
FOOD#QUALITY,-1,you should pass on the calamari .,quality
FOOD#QUALITY,-1,it is thick and slightly soggy .,quality
AMBIENCE#GENERAL,1,decor is charming .,general
SERVICE#GENERAL,0,service is average .,general
RESTAURANT#GENERAL,1,what a great place .,general
AMBIENCE#GENERAL,1,"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",general
RESTAURANT#PRICES,1,"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",prices
FOOD#QUALITY,1,"the ambience was so fun , and the prices were great , on top of the fact that the food was really tasty .",quality
SERVICE#GENERAL,0,"i was n't thrilled to have to wait on line for thirty minutes , but i guess that 's the price you pay for a popular place .",general
FOOD#QUALITY,1,i would definitely recommend sea if you like thai cuisine !,quality
SERVICE#GENERAL,-1,i was here a few weeks back and we had the worst customer service experience at a restaurant ever .,general
SERVICE#GENERAL,-1,"a gentleman , maybe the manager , came to our table , and without so much as a smile or greeting asked for our order .",general
SERVICE#GENERAL,-1,"when asked about how a certain dish was prepared in comparison to a similar at other thai restaurants , he replied this is not mcdonald 's , every place makes things differently",general
SERVICE#GENERAL,-1,"while it is understandable that every place is indeed different , there was not a need to be uncourteous to customers and downright rude .",general
RESTAURANT#GENERAL,-1,never again !,general
RESTAURANT#GENERAL,1,i absolutely loved this place .,general
AMBIENCE#GENERAL,1,"excellent atmosphere , delicious dishes good and friendly service .",general
FOOD#QUALITY,1,"excellent atmosphere , delicious dishes good and friendly service .",quality
SERVICE#GENERAL,1,"excellent atmosphere , delicious dishes good and friendly service .",general
RESTAURANT#GENERAL,1,this is can became on e of the ny italian food fare institutions .,general
RESTAURANT#GENERAL,1,i think that it is absolutely brilliant and well runned business operation .,general
DRINKS#STYLE_OPTIONS,1,the wine list is also really nice .,options
RESTAURANT#GENERAL,1,"everything was wonderful ; food , drinks , staff , mileau .",general
FOOD#QUALITY,1,"everything was wonderful ; food , drinks , staff , mileau .",quality
DRINKS#QUALITY,1,"everything was wonderful ; food , drinks , staff , mileau .",quality
SERVICE#GENERAL,1,"everything was wonderful ; food , drinks , staff , mileau .",general
AMBIENCE#GENERAL,1,"everything was wonderful ; food , drinks , staff , mileau .",general
RESTAURANT#GENERAL,1,i would highly recommend this place !,general
RESTAURANT#GENERAL,1,i have been to casimir over 5 times and i have always had a great time there .,general
FOOD#QUALITY,1,the food is great and reasonably priced .,quality
FOOD#PRICES,1,the food is great and reasonably priced .,prices
SERVICE#GENERAL,-1,"i have tried to make reservations , but both times , the hostess did n't have my name .",general
AMBIENCE#GENERAL,1,"if the weather is nice , try to snag an outside table .",general
SERVICE#GENERAL,1,"the staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",general
AMBIENCE#GENERAL,-1,"the staff has been nice , but they seemed really stressed and the unisex bathroom needs to be cleaned more often .",general
RESTAURANT#GENERAL,1,my boyfriend and i went there to celebrate my birthday the other night and all i can say is that it was magnificent .,general
FOOD#QUALITY,1,"from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .",quality
SERVICE#GENERAL,1,"from the spectacular caviar to the hospitable waitstaff , i felt like royalty and enjoyed every second of it .",general
SERVICE#GENERAL,1,"considering we were the last patrons there and it was after the closing time , the waitstaff did not rush us at all and made us feel comfortable and relaxed .",general
FOOD#QUALITY,1,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,quality
SERVICE#GENERAL,1,i highly recommend caviar russe to anyone who wants delicious top grade caviar and fantastic service .,general
RESTAURANT#GENERAL,1,nice family owned traditional restaurant .,general
FOOD#QUALITY,1,fresh ingredients and everything is made to order .,quality
FOOD#QUALITY,1,fresh ingredients and everything is made to order .,quality
RESTAURANT#GENERAL,1,i was pleasantly surprised to find this gem in hoboken .,general
SERVICE#GENERAL,1,friendly staff that actually lets you enjoy your meal and the company you 're with .,general
FOOD#QUALITY,1,"i found the food to be outstanding , particulary the salmon dish i had .",quality
FOOD#QUALITY,1,"i found the food to be outstanding , particulary the salmon dish i had .",quality
DRINKS#QUALITY,1,"i also ordered the change mojito , which was out of this world .",quality
FOOD#QUALITY,0,"my friends settled for rice dishes , but we came back the following day to try the dim sum , which was good ... not outstanding , but good .",quality
AMBIENCE#GENERAL,1,"we ate out in the back patio , which is worth it as it 's cool and the music is hear well there .",general
AMBIENCE#GENERAL,1,"we ate out in the back patio , which is worth it as it 's cool and the music is hear well there .",general
RESTAURANT#GENERAL,1,"overall , excellent restaurant !",general
FOOD#QUALITY,1,the food was good .,quality
AMBIENCE#GENERAL,1,the place was nice and calm .,general
SERVICE#GENERAL,-1,but the service was a bit slow .,general
FOOD#STYLE_OPTIONS,1,the buffet had a nice selection .,options
FOOD#QUALITY,1,the food was average or above including some surprising tasty dishes .,quality
FOOD#QUALITY,1,the food was average or above including some surprising tasty dishes .,quality
SERVICE#GENERAL,1,service was also very good .,general
RESTAURANT#GENERAL,1,i would go back .,general
FOOD#QUALITY,1,i got an excellent piece of cheesecake and we had several other nice pastries .,quality
FOOD#QUALITY,1,i got an excellent piece of cheesecake and we had several other nice pastries .,quality
FOOD#QUALITY,-1,"i would recommend roxy 's for that , but not for their food .",quality
FOOD#QUALITY,1,"i would recommend roxy 's for that , but not for their food .",quality
FOOD#STYLE_OPTIONS,0,my son and his girlfriend both wanted cheeseburgers and they were huge !,options
FOOD#STYLE_OPTIONS,-1,"but , they were too big for the bun .",options
FOOD#STYLE_OPTIONS,-1,"consequently , their burgers fell apart in their hands and made such a mess that they did'nt feel like finishing them .",options
FOOD#PRICES,-1,also they were $ 15 each !,prices
FOOD#STYLE_OPTIONS,0,i had a huge pastrami sandwich on a roll .,options
FOOD#PRICES,0,it was $ 14 not really bad for a pound of pastrami-but it did n't have much taste-i 've had better for less elsewhere !,prices
FOOD#QUALITY,-1,it was $ 14 not really bad for a pound of pastrami-but it did n't have much taste-i 've had better for less elsewhere !,quality
FOOD#QUALITY,-1,"this place is really trendi but they have forgotten about the most important part of a restaurant , the food .",quality
AMBIENCE#GENERAL,1,"this place is really trendi but they have forgotten about the most important part of a restaurant , the food .",general
FOOD#QUALITY,-1,"the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish .",quality
FOOD#QUALITY,-1,"the last two times i ordered from here my food was soo spicy that i could barely eat it , and the spice took away from the flavor of the dish .",quality
FOOD#QUALITY,-1,and the tom kha soup was pathetic .,quality
FOOD#QUALITY,-1,if you want good authentic thai this place is not the place to go .,quality
FOOD#QUALITY,1,"we went here for lunch a couple of weeks ago on a saturday , and i was thoroughly impressed with the food .",quality
FOOD#QUALITY,1,"the pesto pizza was excellent , thin-crust pizza with a nice amount of spicy italian cheese that i 'd never heard of before .",quality
FOOD#QUALITY,1,"the pesto pizza was excellent , thin-crust pizza with a nice amount of spicy italian cheese that i 'd never heard of before .",quality
LOCATION#GENERAL,1,"conveniently located too , being right on bedford ave .",general
AMBIENCE#GENERAL,1,"the back garden sitting area is very pleasant , where you can see their personal herb garden .",general
RESTAURANT#GENERAL,1,i will definetly be going back .,general
FOOD#QUALITY,1,we had the lobster sandwich and it was fantastic .,quality
FOOD#STYLE_OPTIONS,-1,"my husband said he could 've eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",options
FOOD#STYLE_OPTIONS,1,"my husband said he could 've eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",options
FOOD#QUALITY,1,"my husband said he could 've eaten several more , the portion was fine for me he even exclaimed that the french fries were the best he has had .",quality
FOOD#QUALITY,1,we had the scallops as an appetizer and they were delicious and the sauce was wonderful .,quality
FOOD#QUALITY,1,we had the scallops as an appetizer and they were delicious and the sauce was wonderful .,quality
DRINKS#QUALITY,1,we waited at the bar and had martinis that were just right .,quality
RESTAURANT#GENERAL,1,we will be back .,general
FOOD#QUALITY,1,love the food .,quality
FOOD#QUALITY,1,it 's the only place you can get yummy authentic japanese comfort food .,quality
RESTAURANT#PRICES,1,and you ca n't beat the prices .,prices
RESTAURANT#GENERAL,1,highly recommended .,general
